CEP,Position,Title,Link,Place ID,Address,City,State,Phone,Rating,Reviews,Latitude,Longitude
1045912,7,Bar da Dona Onça,http://www.bardadonaonca.com.br/,ChIJEyOtjU5YzpQRJi-Cf-QbjYU,"Edifício Copan - Av. Ipiranga, 200 - 27 e 29 - Centro Histórico de São Paulo, São Paulo - SP, 01046-925",São Paulo,SP,+55 11 3257-2016,4.4,7583,-23.5465084,-46.644531699999995
1045912,8,Plenty Lanchonete e Restaurante,,ChIJ7XfANlFYzpQRc7Movi1hVAY,"R. Cap. Salomão, 74 - Centro Histórico de São Paulo, São Paulo - SP, 01034-020",São Paulo,SP,+55 11 3227-5312,4.4,157,-23.5428911,-46.6370946
1045912,9,31 Restaurante,https://www.31restaurante.com.br/,ChIJQ_Y0yjNZzpQRGWgpffxElqQ,"R. Rego Freitas, 301 - República, São Paulo - SP, 01220-010",São Paulo,SP,+55 11 3361-3384,4.3,122,-23.5445033,-46.6465082
1045912,10,Restaurante e Lanchonete Rio Tinto,,ChIJhbOVolBYzpQR4rfwawJu-4U,"R. Santa Ifigênia - Santa Ifigênia, São Paulo - SP, 01207-000",São Paulo,SP,+55 11 3326-7271,4.3,514,-23.5403546,-46.6379732
1045912,11,Restaurante Flor da Avenida,,ChIJTRKIic5ZzpQRp4UJNo0V37U,"Av. Rio Branco, 466 - Campos Elíseos, São Paulo - SP, 01210-000",São Paulo,SP,+55 11 3331-6604,4.3,20,-23.5388065,-46.6402778
1045912,12,Restaurante e Pizzaria Pebran,,ChIJmfbOn0VYzpQRY6EXGotp_7E,"R. Vitória, 850 - República, São Paulo - SP, 01210-000",São Paulo,SP,+55 11 99504-3379,4.7,15,-23.541238099999998,-46.6441267
1045912,13,Churrascaria A Saloia,,ChIJ81ZZn1lYzpQR5mVG-dtZXo8,"Av. Cásper Líbero, 526 - Luz, São Paulo - SP, 01033-000",São Paulo,SP,+55 11 3227-8202,4.3,639,-23.5369656,-46.6354523
1045912,14,Restaurante e Leiteria Regina,,ChIJfTlZKatZzpQRICvIPwnszTQ,"Largo da Misericórdia, 106 - Centro Histórico de São Paulo, São Paulo - SP, 01012-020",São Paulo,SP,+55 11 3105-7767,4.4,1045,-23.5484845,-46.6344782
1045912,15,Nova Consolação,,ChIJU5sDO0xYzpQR9xOYBJS92tU,"R. da Consolação, 355 - Centro Histórico de São Paulo, São Paulo - SP, 01301-000",São Paulo,SP,+55 11 3255-2231,3.9,127,-23.5478147,-46.644883799999995
1045912,16,Bar e Restaurante,,ChIJFazPilBYzpQRQwQAefMMXM4,"Av. Ipiranga, 344 - República, São Paulo - SP, 01046-010",São Paulo,SP,+55 11 2189-2929,,,-23.5455047,-46.643721
1045912,17,Le Petit Village - Bar e Restaurante,https://lepetitvillage.com.br/,ChIJ0Sm9nUVYzpQR5V2lsFQB_F4,"R. Marquês de Itu, 252 - Vila Buarque, São Paulo - SP, 01220-010",São Paulo,SP,+55 11 3225-0234,4.3,104,-23.5436353,-46.6468123
1045912,18,Esquina da Praça Chopperia e Restaurante,,ChIJ1fRytplZzpQRMrblIzmsOA8,"Pç Dom José Gaspar, 122 - Centro Histórico de São Paulo, São Paulo - SP, 01302-000",São Paulo,SP,+55 11 96424-6225,2.9,24,-23.5464983,-46.6422303
1045912,19,Restaurante imperio Incaico peruano,https://restaurante-imperio-incaico.negocio.site/,ChIJj2Zmt1pYzpQRBfLyhp9xa-0,"R. Guaianazes, 154 - Campos Elíseos, São Paulo - SP, 01031-001",São Paulo,SP,+55 11 3337-2676,4.4,71,-23.5399347,-46.6409983
1045912,20,Restaurante Brilho do Sol,,ChIJL4QNvRVZzpQRMU05hM4qlhk,"República, São Paulo - SP, 01036-000",São Paulo,SP,,5,2,-23.5429037,-46.639018799999995
1045912,1,Restaurante Cadoro - Ca’d’Oro São Paulo,http://www.cadoro.com.br/restaurante/,ChIJKWRBcUtYzpQRGQ7IgYH84rE,"R. Augusta, 129 - Consolação, São Paulo - SP, 01305-900",São Paulo,SP,+55 11 3236-4300,4.5,53,-23.550559399999997,-46.6477006
1045912,2,Casarão Aurora Restaurante,https://www.facebook.com/estacaorepublica/,ChIJ96TxZU9YzpQR6Je-lS9mwi0,"R. Aurora, 964 - República, São Paulo - SP, 01209-000",São Paulo,SP,+55 11 3331-2160,4.4,972,-23.5427863,-46.644816999999996
1045912,3,Restaurante Gostei,,ChIJ3zh40vhYzpQRokDBNte7b6k,"R. da Cantareira, 275 - Centro Histórico de São Paulo, São Paulo - SP, 01024-100",São Paulo,SP,+55 11 3227-5568,4.4,162,-23.5416977,-46.630281599999996
1045912,4,Cora Restaurante,http://www.instagram.com/cora.sp,ChIJpb7JJZBZzpQRQrHP-vOYNco,"R. Amaral Gurgel, 344 - 6ºandar - Vila Buarque, São Paulo - SP, 01221-000",São Paulo,SP,+55 11 3231-4561,4.5,449,-23.544863499999998,-46.648004
1045912,5,Royal - Restaurante Indiano,https://royal-restuarente-indiano.negocio.site/,ChIJRex0k-FfzpQRkA_LrhkBvTo,"R. Antônio de Godói, 15 - Centro Histórico de São Paulo, São Paulo - SP, 01034-001",São Paulo,SP,+55 11 97765-0533,4.7,430,-23.5420917,-46.6376134
1045912,6,Restaurante America Higienopolis,https://www.restauranteamerica.com.br/,ChIJMZo8ljtYzpQRhYowWqaeFco,"Av. Higienópolis, 618 - Consolacao, São Paulo - SP, 01238-000",São Paulo,SP,+55 11 5644-2222,4.4,1244,-23.5423802,-46.6571673
1045912,7,Restaurante Casa do Norte,,ChIJAWLpjBNYzpQRyyH114OrqAY,"R. Barra Funda, 341 - Barra Funda, São Paulo - SP, 01152-000",São Paulo,SP,+55 11 3662-1434,4.5,1182,-23.5310521,-46.654795799999995
1045912,8,Restaurante Dona Emília,,ChIJjY_Ox0RYzpQRs-_uT8CvgWI,"R. Gen. Osório, 436 - Campos Elíseos, São Paulo - SP, 01213-002",São Paulo,SP,+55 11 3331-1251,4.5,938,-23.537909499999998,-46.6422834
1045912,9,Delmar Restaurante,,ChIJ4Q55FVpYzpQRP8HYG3Ceg4o,"R. dos Andradas, 161 - Centro Histórico de São Paulo, São Paulo - SP, 01208-000",São Paulo,SP,+55 11 3222-8600,4.3,386,-23.538731199999997,-46.637766
1045912,10,Cana Brava - Restaurante,https://www.instagram.com/canabravaoficial15/,ChIJUwjjsZFZzpQR1IbtnZhT1CM,"R. Augusta, 15 - Consolação, São Paulo - SP, 01313-000",São Paulo,SP,+55 11 2574-0805,4.5,188,-23.5501249,-46.6463697
1045912,11,Restaurante Timbiras de Ouro,,ChIJb4ZmbVBYzpQRGoNeDstFtiE,"R. dos Timbiras, 457 - Santa Ifigênia, São Paulo - SP, 01208-012",São Paulo,SP,,,,-23.541289499999998,-46.6402729
1045912,12,RESTAURANTE CHEVEM VEM,,ChIJ65xu5EVYzpQRZBJ5mV9R2OQ,"Largo do Arouche, 193 - República, São Paulo - SP, 01219-001",São Paulo,SP,,5,3,-23.5418633,-46.6460461
1045912,13,Athenas Restaurante,http://athenasrestaurante.com.br/,ChIJU7rK1MxZzpQR_gMarvplads,"R. Augusta, 1449 - Consolação, São Paulo - SP, 01305-100",São Paulo,SP,+55 11 3262-1945,4.5,14739,-23.556510199999998,-46.658149099999996
1045912,14,Restaurante Pampas Grill,,ChIJU1UFLlBYzpQRs3WwMiFoV4U,"Praça da República, 380 - Centro Histórico de São Paulo, São Paulo - SP, 01045-000",São Paulo,SP,+55 11 3223-9856,4.2,661,-23.5427322,-46.6413902
1045912,15,Casa da Mortadela,https://pt-br.facebook.com/AVerdadeiraCasaDaMortadelaAvSaoJoao/,ChIJ717JOFBYzpQR6ylaW_cggBo,"Av. São João, 633 - República, São Paulo - SP, 01035-100",São Paulo,SP,,4.6,1441,-23.542652099999998,-46.6401373
1045912,16,Restaurante casa gourmet na rua 7de abril,,ChIJA0ecXPZZzpQR6m1f_bgjyUo,"R. Sete de Abril, 278 - Centro Histórico de São Paulo, São Paulo - SP, 01044-000",São Paulo,SP,,4.2,131,-23.5453381,-46.6414373
1045912,17,Restaurante Alecrim da República,,ChIJjV7m501YzpQRp1NosI-zcdk,"Av. São Luís, 187 - T5 - República, São Paulo - SP, 01046-001",São Paulo,SP,+55 11 96281-0309,4.4,109,-23.546282299999998,-46.6425869
1045912,18,Bar e Restaurante Costa do Sol,,ChIJocv6_lFYzpQR9G7otVf5HgY,"R. Sete de Abril, 223 - Vila Buarque, São Paulo - SP, 01043-000",São Paulo,SP,+55 11 3231-3311,4.5,305,-23.545889499999998,-46.641407
1045912,19,Alto Padrão restaurante,,ChIJQ_UjB0ZYzpQRbv5EuvlPB0Y,"R. Rego Freitas, 79 - República, São Paulo - SP, 01220-010",São Paulo,SP,+55 11 3331-0132,4,753,-23.5425246,-46.6464042
1045912,20,Restaurante Galeria 77,,ChIJmaGdvVFYzpQRz9Itmw894xk,"R. 24 de Maio, 77 - República, São Paulo - SP, 01041-001",São Paulo,SP,+55 11 3223-4458,4.4,324,-23.544546099999998,-46.639423199999996
1045912,1,Restaurante Terraço Aurora,,ChIJ9eGh5lpYzpQRPFmVxFsjoNE,"R. Vitória, 365 - Santa Ifigênia, São Paulo - SP, 01210-001",São Paulo,SP,+55 11 98838-8806,4.5,402,-23.538612099999998,-46.640031199999996
1045912,2,7 Grill Restaurante,http://www.setegrill.com.br/,ChIJ_SiU_VFYzpQRELaKCZkgqo4,"R. Sete de Abril, 241 - República, São Paulo - SP, 01043-010",São Paulo,SP,+55 11 3159-2430,4.4,896,-23.5457827,-46.6415297
1045912,3,Mezanino São Paulo,,ChIJHwV39k9YzpQRKMmICJH0ohc,"Rua Aurora, 697 - Ao Lado da Av. SÃO JOÃO - Santa Ifigênia, São Paulo - SP, 01045-010",São Paulo,SP,+55 11 2814-4221,4.1,15,-23.5415092,-46.6424497
1045912,4,Restaurante tempero caseiro galeria 7 de abril,https://restaurante-tempero-caseiro-galeria-7-de-abril.negocio.site/?utm_source=gmb&utm_medium=referral,ChIJnxpPa1JYzpQRQ-Su35luhXg,"R. Sete de Abril, 125 - lj 26 - subsolo, São Paulo - SP, 01043-000",São Paulo,SP,+55 11 94909-3504,4.2,14,-23.546788799999998,-46.6409121
1045912,5,Restaurante Syria,https://restaurante-syria.negocio.site/,ChIJheUDSERYzpQR5Yj4ijyiL6U,"Av. São João, 1248 - Santa Cecilia, São Paulo - SP, 01036-100",São Paulo,SP,+55 11 3222-2401,4.8,1303,-23.539395799999998,-46.6451777
1045912,6,Restaurante Bentô House,,ChIJizF6H6lZzpQRC5iXDrwRkso,"Praça da Liberdade, 266 - Liberdade, São Paulo - SP, 01503-010",São Paulo,SP,+55 11 3209-0726,4.4,2640,-23.5556207,-46.6355314
1045912,7,Biyou'Z Gastronomia Africana,https://www.biyouzrestauranteafricano.com.br/,ChIJn4k2wMRZzpQRLYRvili_yAI,"R. Fernando de Albuquerque, 95 - Consolação, São Paulo - SP, 01309-030",São Paulo,SP,+55 11 2339-1220,4.5,513,-23.5544135,-46.6575941
1045912,8,Lanchonete Majestoso,,ChIJYxuIBlFYzpQRNPFaqNn8o1Q,"Lg. do Paissandú, 17 - República, São Paulo - SP, 01034-010",São Paulo,SP,+55 11 99002-2324,4.5,107,-23.5428921,-46.638839399999995
1045912,9,Restaurante Flor de Maracujá,http://www.facebook.com/restauranteflordemaracuja/,ChIJEwe__jhYzpQRk6enqJefESg,"R. Martinico Prado, 212 - Vila Buarque, São Paulo - SP, 01224-010",São Paulo,SP,+55 11 3223-7368,4.5,540,-23.5424889,-46.6533468
1045912,10,Restaurante,,ChIJp1CnZE9YzpQRGg83T2V0jyo,"Av. Vieira de Carvalho, 50 - República, São Paulo - SP, 01219-011",São Paulo,SP,+55 11 93338-7320,4.2,350,-23.5420502,-46.643231899999996
1045912,11,Casimiro Restaurante,,ChIJD9MOMGhYzpQRdQlAnicBV48,"Campos Elíseos, São Paulo - SP, 01216-000",São Paulo,SP,,3.7,3,-23.5315726,-46.6434006
1045912,12,Restaurante Rosa do Líbano,https://www.facebook.com/restauranterosadolibano/,ChIJ7bk0wlpYzpQRMV_o1-keaBE,"Av. São João, 292 - Centro Histórico de São Paulo, São Paulo - SP, 01036-000",São Paulo,SP,+55 11 3331-0339,4.5,2373,-23.5439229,-46.6371827
1045912,13,Priceless Mastercard - NOTIÊ Restaurante e ABARU Bar,http://www.espacopriceless.com.br/,ChIJz8jGygdZzpQR3vfmGzB7zJU,"Shopping Light - Acesso pelo estacionamento - R. Formosa, 157 - Centro Histórico de São Paulo, São Paulo - SP, 01049-000",São Paulo,SP,+55 11 2853-0373,4.6,1439,-23.546518499999998,-46.6384635
1045912,14,Marbella Restaurante & Grill,https://www.instagram.com/restaurante_marbella/,ChIJLz6cNeBZzpQRX2pbZmgOZu0,"R. Conselheiro Crispiniano, 65 - República, São Paulo - SP, 01037-001",São Paulo,SP,+55 11 3231-5291,4.8,4,-23.5464278,-46.6402098
1045912,15,Restaurante Katarina,,ChIJmYpEC2pYzpQR9qzpl1JIWhs,"Alameda Nothmann, 682 - Campos Elíseos, São Paulo - SP, 01216-001",São Paulo,SP,+55 11 3337-7947,4.4,692,-23.533250799999998,-46.6477317
1045912,16,Restaurante Vegetariano Apfel,https://www.apfelvegetariano.com.br/,ChIJaTNywlFYzpQRjSlDm7gK4Cg,"R. Dom José de Barros, 99 - Centro Histórico de São Paulo, São Paulo - SP, 01038-100",São Paulo,SP,+55 11 3256-7909,4.5,1296,-23.5445861,-46.641115799999994
1045912,17,Vivace Gastronomia,,ChIJ9-VhjVxYzpQRVOBQt5ohttw,"Praça Júlio Prestes, 16 - Campos Elíseos, São Paulo - SP, 01218-020",São Paulo,SP,+55 11 3333-3441,4.5,117,-23.5346352,-46.639683299999994
1045912,18,Jamile Restaurante,http://jamilerestaurante.com.br/jamile/#post-13,ChIJT7RhLbFZzpQRMzYbOGs6jH0,"R. Treze de Maio, 647 - Bela Vista, São Paulo - SP, 01327-000",São Paulo,SP,+55 11 2985-3005,4.6,2882,-23.5588356,-46.6462638
1045912,19,Sultão Árabe Restaurante e Lanchonete,,ChIJU4cJk1BYzpQRey0ctxlGRkU,"Av. Ipiranga, 1084 - República, São Paulo - SP, 01040-000",São Paulo,SP,+55 11 97763-6475,4.6,225,-23.541052,-46.638348
1045912,20,Bar e Restaurante O Sucesso,,ChIJFTVxz6dZzpQRjc-6f6ihCmU,"Rua Barão de Iguape, 319 / 325 - Liberdade, São Paulo - SP, 01507-000",São Paulo,SP,+55 11 3341-1705,4.2,516,-23.5584036,-46.634257399999996
1045912,2,Comida caseira pastel di feira,,ChIJJ9i8q-JZzpQRyjkqZfGuisY,"R. Sete de Abril, 37 - República, São Paulo - SP, 01044-000",São Paulo,SP,,,,-23.547212899999998,-46.6401836
1045912,3,Carola Restobar,http://www.instagram.com/carola.restobar,ChIJS6o5-UVZzpQR1Q0x70rodPg,"R. Fernando de Albuquerque, 77 - Consolação, São Paulo - SP, 01309-030",São Paulo,SP,+55 11 3294-6709,4.5,181,-23.5545099,-46.6574278
1045912,16,JV RESTAURANTE,,ChIJL0ib_VtYzpQRj1n4F0cqXII,"R. Mauá, 324 - Centro Histórico de São Paulo, São Paulo - SP, 01028-000",São Paulo,SP,,,,-23.5351267,-46.6367805
1045912,17,Restaurante Recanto Dourado,,ChIJt3doUfxZzpQRYpfJHWuFu3Q,"R. dos Andradas, 237 Bairro - Santa Ifigênia, São Paulo - SP, 01208-001",São Paulo,SP,+55 11 3337-0485,2.7,10,-23.5381969,-46.6383959
1045912,18,Helena Restaurante,,ChIJp_mWnatZzpQRADHd38qEuC8,"R. Riachuelo, 59 - Centro Histórico de São Paulo, São Paulo - SP, 01007-000",São Paulo,SP,+55 11 3107-5923,4.5,105,-23.5511548,-46.635951399999996
1045912,19,Restaurante Mari Mariá,https://instagram.com/restaurante_mari_maria?utm_medium=copy_link,ChIJ_w4v8VRYzpQRgI85TJUcStk,"conj 11 primeiro andar, Largo do Café, 14 - Centro Histórico de São Paulo, São Paulo - SP, 01012-030",São Paulo,SP,+55 11 3104-5574,4.4,971,-23.546231799999997,-46.635101399999996
1045912,20,Café Imperial Bar Restaurante,,ChIJ42dMw05YzpQRxWmA7bueyGo,"R. Maj. Sertório, 142 - Vila Buarque, São Paulo - SP, 01222-000",São Paulo,SP,+55 11 3255-6545,4.3,89,-23.545379999999998,-46.645443
1045912,1,Restaurante Sweet Heart - LAOMAZI,https://www.facebook.com/liberdadesweetheart,ChIJX7vf-6hZzpQRdZZUyWr6unk,"R. dos Aflitos, 26 - Liberdade, São Paulo - SP, 01505-030",São Paulo,SP,+55 11 3203-1762,4.5,766,-23.5557365,-46.6347198
1045912,2,La Braciera Pizzaria - Pizza Napoletana,https://labraciera.com.br/,ChIJ9YKDgBdYzpQRwOecNXscrg8,"R. Conselheiro Brotero, 1120 - Santa Cecilia, São Paulo - SP, 01232-011",São Paulo,SP,+55 11 94114-1120,4.6,1418,-23.5360434,-46.660861
1045912,3,Espaço VHMOR - Restaurante Vegano,http://www.vhmor.com/,ChIJA2MIvhBZzpQR5xzA3Cz5KAU,"Av. São Luís, 187 - 1º Andar, Loja 23/24 - República, São Paulo - SP, 01046-001",São Paulo,SP,+55 11 93090-8610,4.9,185,-23.546369199999997,-46.6423558
1045912,4,Bar & Restaurante Flor da Cardoso,,ChIJlVmtlxtYzpQRmCrNzvyo8Ts,"R. Cardoso de Almeida, 159 - Perdizes, São Paulo - SP, 05013-000",São Paulo,SP,+55 11 3673-5969,4.6,180,-23.5331425,-46.6645696
1045912,5,Restaurante Pamplona,https://www.ifood.com.br/delivery/sao-paulo-sp/restaurante-pamplona-jardim-paulista/10835e27-bb1a-4db4-99ba-03f417c9a957,ChIJHTYMMshZzpQR_w6yrhgLZLo,"R. Pamplona, 315 - Jardim Paulista, São Paulo - SP, 01405-000",São Paulo,SP,+55 11 98962-6996,4.1,544,-23.5616927,-46.651826
1045912,6,Thai E-San Restaurante Tailandês,https://www.facebook.com/Thai-E-san-Bar-E-Resturante-809788969218725/,ChIJ8c4ovCVZzpQRa3GGPu_zgWY,"Rua Barão de Iguape, 373 - Liberdade, São Paulo - SP, 01507-001",São Paulo,SP,+55 11 95459-6188,4.8,1673,-23.5581627,-46.6333084
1045912,7,Bráz Elettrica República,https://www.brazelettrica.com.br/,ChIJI3t_4DBZzpQRL7nqIylWCoA,"R. Maj. Sertório, 92 - Vila Buarque, São Paulo - SP, 01222-000",São Paulo,SP,+55 11 2299-5339,4.1,209,-23.5454188,-46.6449703
1045912,8,Terraço Jardins,https://www.restauranteterracojardins.com.br/,ChIJW2wfydJZzpQRhhJhpOjiVFA,"Alameda Santos, 2233 - Jardim Paulista, São Paulo - SP, 01419-002",São Paulo,SP,+55 11 97607-6586,4.8,624,-23.5588913,-46.662347999999994
1045912,9,Agamat Restaurante,,ChIJlRjZDslZzpQRjW-fADt9CCI,"R. Itapeva, 636 - Bela Vista, São Paulo - SP, 01332-000",São Paulo,SP,+55 11 3251-0992,4.3,183,-23.561180099999998,-46.654097
1045912,10,Muquifo Restaurante,http://www.muquiforestaurante.com.br/,ChIJRSGOq4pZzpQRyDDsgNy8HMU,"R. Bela Cintra, 1569 - Cerqueira César, São Paulo - SP, 01415-001",São Paulo,SP,+55 11 98232-7677,4.4,750,-23.559559999999998,-46.665033099999995
1045912,11,Huadu Restaurante 华都酒楼,,ChIJGZRVCWdZzpQRFz2Ei-pOy8E,"Av. Sen. Queirós, 369 - Santa Ifigênia, São Paulo - SP, 01026-001",São Paulo,SP,,,,-23.5391263,-46.632473
1045912,12,Seok Joung Restaurante,https://www.instagram.com/seokjoungrestaurante/,ChIJG7o1NWdYzpQRrgJDRSBMHMg,"Rua Correia de Melo, 135 - Bom Retiro, São Paulo - SP, 01123-020",São Paulo,SP,+55 11 3338-0737,4.5,598,-23.5299806,-46.637719399999995
1045912,13,Rex Restaurante,https://m.facebook.com/restauranterex/?locale2=pt_BR,ChIJq8Ds2dRZzpQRLT3YUeE_aFg,"R. da Consolação, 3193 - Cerqueira César, São Paulo - SP, 01416-001",São Paulo,SP,,4.4,467,-23.5604768,-46.667853099999995
1045912,14,Don Maitre Restaurante,,ChIJ3bZ8mxb3zpQRkjKCtWuz-Iw,"R. Monte Alegre, 835 - Perdizes, São Paulo - SP, 05014-000",São Paulo,SP,+55 11 3801-3750,4.8,29,-23.537487,-46.669713099999996
1045912,15,Restaurante Sato,http://vejasp.abril.com.br/estabelecimento/restaurante-sato,ChIJ5UVlnahZzpQRHKcRf9-rMBg,"R. Galvão Bueno, 268 - Liberdade, São Paulo - SP, 01506-000",São Paulo,SP,+55 11 3208-8504,4.4,342,-23.5579546,-46.6351808
